text,toxic
cada áudio que eu mando pra uma pessoa é todas falando “ carai man se tá morrendo ? “,0
credo como pagam pau p umas criaturas que parecem saídas de chernobyl,1
@user e vamos resolver de certeza,0
@user #futebolesnoclassicorei quero ganhar essa camisa do leão,0
filho da puta!,1
"Meu filho não é muito de demostra os sentimentos ele sempre fala do pai dele meio preso mas ontem na hora de dormir ele não se aguentou , falou q sente muita falta do pai e q não aguenta mas de Sdds 😭",0
ansiosa por esse dia 🙌🏽🙌🏽,0
"fm o dia hoje tá tocando no coração legal, sem pena 😭",0
"O Régis conseguiu a proeza de ser uma piada até mesmo pra quem gosta de rock/metal. Não deem a atenção que ele quer, não levem nd do que ele diz em consideração, só ele acha que é critico musical.",0
"Posso dar um conselho? Demonstra teus sentimentos! 鈥� eu j谩 fiz mt isso e s贸 tomei no meu cu, n茫o vejo mais vantagem em demonstrar nada ;/ https://t.co/kWCk9IYtm7",0
vcs aí ó,0
"nunca é do jeito que eu queria. e quando é ,eu n quero",0
@user lambe meu cu,1
isso é em vinhedk n é,0
aê porra tokyo 2020 porraaa #voleinaglobo,1
rt @user o menino na br ontem kkkkkkkkkkkkkk eu disse q ele era biba @user https://t.co/j3yjskbfio,1
@user @user @user kkkkkkkkkkk maldito,1
pires é fodido fds mais um,1
"@user minha mãe tá bem mais tranquila agora, eu acho que se eu cortar ela vai ficar chateada mas talvez não fale muita coisa",0
"carai torcia pra ter uns 3 likes que já tava bom,, estou emocionada",1
"Era meu sonho! 
Principalmente trabalhar no centro do RJ pois seria muito parecido com os filmes... Eu quase me matei tive diversas crises, empresa merdq, faculdade e casa eram longe e o trânsito um cu, trem/metrô pior ainda e mais caro, totalmente frustada eu.",0
"@user @user sim! pqp. não suporto usar capinha, veeey",1
@user @user coitada da cobra,0
rt @user sinto me tão carente que até me irrito a mim mesma,0
pqp é a interacao do seculo eu ti passandi mal pqp perfeito entendam perfietossssss,0
#gocnb torcida porra,1
"@user que cara perturbado, ridiculo.",1
ficar em ksa com a minha eh a mesma coisa que se estressar pra caralho,1
bloquearam meu chip vou ter q comprar outro é mandar msg pras pessoas q tinham meu número 😭😭😭,0
saudades dos amigos de sp mds pqp,1
pra q eu fui inventar de olhar a mulher enquanto andava de skate... agora vou ficar com o cu doendo 4000 anos.... porra,0
cu bem exagerado fu 😂,1
"@user ou seja, ele só está ouvindo os anseios da população. não sei pq reclamam tanto. 🤣",0
"@user @user Eu sou contra a violência. 
Mas ele bem que merece umas porradas na cara.
E de preferência da mulherada que ele classifica como PUTA.",1
ai essas 4 derrotas dno lol me deixou puta,0
retiro tudo oq eu disse de bom do meu pai ontem 🤪👍,0
"@user caralho, fala não!",0
"brasil vence dominicanas no tie-break, e vôlei feminino garante vaga em tóquio 2020
 https://t.co/w6n3xicr3o",0
Atleta do CD Feirense no dia da Avaliação Oftalmológica &gt;&gt; Siga-me no perfil @user #olhos #doençasoculares #doençasocularessilenciosas #doençasocularesprofissionais #tratamentosoculares #palestras #congressos #amigos #oftalmologica #oftalmológica #clinicaoftalmo… https://t.co/9BVcOXDAlX,0
"@user fizeram certo ou tá tudo errado, tão passando recibo de incompetente de novo kkkkk 🚔🚔🚔🚔🚔🚔 https://t.co/0poitd1qds",0
"A mulher falou na minha cara que meu cabelo é cacheado não pode ficar preso pq fica feio e o liso não tem problema de ficar preso, MEU CUUUUUU",1
"um mês de academia + cross fit 
mano eu to mttttttttt gostosa pqp https://t.co/lchsqyu2le",1
rt @user imaginem essa manchete - de 1979 - nos dias de hoje... https://t.co/f2u4tgbx48,0
rt @user bangu só existe dois climas: frio da porra e calor do caralho https://t.co/oqykxgsj4i,0
"pessoaleeee !! 

é verdade que quando uma mulher dá o cú o rabo cresce ?? 🤔🤔",1
@user não pode dá mole pra esses fdp não .. merda é vc 😂😂😂,1
@user ele me passou o numero dele dps vamos sair geral,0
"MANO, um super choque caralho, um super choque. sem ter a pele esbranquiçada, sem ser velho demais para um personagem adolescente. um ator perfeito

pode entrar rei do brasil domine o mundo https://t.co/UGWmRIeWBf",0
8 coisas que os homens fazem apenas com a mulher que amam https://t.co/mueiwvgo5e,0
"cheguei no hospital malzona me encheram de remédio + 10 gotas de rivotril, eu to igual uma mongolóide",0
nunca vou esquecereeer,0
@user é que eu moro meio que na pqp né ainda tô deitada tb hddjshfj,1
eu amo a mae da chupa cu,1
"puta merda, meu namo parece um deus",1
"rt @user nosso sentimento dia 10 no chp, já tô vendo que vou chorar horrores kkkk",0
meu casal fav passando na sua tl,0
@user meu amor da minha vida eu te amo tanto que enfiaria dois litro de candida no cu por vc,1
"vou matar o erick ele fica fazendo aquela porra com o olho e me manda foto, cacete kkkkkkkk",0
"@user matéria merda, só fofoca",1
"O que estão fazendo com o Deltan Dallagnol é vergonhoso. Só a fúria militante, guiada por uma ideologia nefanda, justificaria o nível da perseguição ao bravo representante do Ministério Público. A parte sã do Judiciário precisa reagir e repudiar VEEMENTEMENTE a manobra asquerosa.",0
hahahaha pqp essa é muito boa,0
@user a florzinha no cabelo,0
foi mexer com o negão tomou no cu,1
"qualquer coisa me faz chorar, me olhou feio? eu choro. vi um cachorro abandonado na rua? choro. comercial emocionante? choro também",0
@user e caf茅 茅 o que?,0
@user precisamos tomar às ruas e exigir a saída dos 11 criminosos  do stf...  #stfvergonhanacional,0
@user por que? o que você tá sabendo... conta pra nós!,0
ai gente q caralho eu n quero fazer concurso para de encher meu saco,1
rafaela você é tudo pra mim caralho,0
eu to me sentindo um lixo pois esqueci a senha da vida que tenho com élida meu deus do céu,0
ganhou caralho pqp que sofrido,0
"@user essa frase é minha, pode devolver https://t.co/g60gyrrlyc",0
"cultura! antes, durante e depois. bora, gente! 
""se 茅 samba que eles querem, eu tenho!""",0
foi mal pessoas q ficaram comigo do lado na prova pq pqp no inicio eu quase morri espirrando e com alergia...,0
"鉁碩witiando*
鉁�02\8\2019鉁�
馃檰Feliz鉁� Tarde馃檰
馃弮馃弮鉁碫amos鉁� A鉁� 猡�
馃摚 #ResistirYAvanzar
馃挴@user
@user
@user
馃挴@user
@user
@user
馃挴@user
@user
@user
馃挴@user
@user
@user
馃挴@user
@user",0
"@user @user fraude-jato uma delinquência jornalística precária e sem provas, já prenderam 4 hackers.",0
"@user tô sossegado, só acho graça desses mnr cara kkkkkkk tem nem cu pra cagar",1
@user já tem quase vinte mil coments pqp #mpn #nowunited #uniters,0
rt @user @user @user ser humano merece e morrer essas bando de vagabundo misericórdia oh raça que eu odeio,1
"não era os meias caraio era o ataque, meu ataque tá uma caraio de ruim",1
"🔥ESCOLHA DO PÚBLICO

Vc pediu, a gente entrega!
@user x @user vale liderança
Ao vivo no @user (app e redes)
Tô nessa com craque @user 

16h Live com Pré
17h Rola a bola

🔥⚽️🇧🇷#Esquemao #SerieCNoDAZN https://t.co/II5Y3rfinW",0
rt @user ouvir marília mendonça e n lembrar de ninguém deve ser um puta privilégio ne,0
frio da porra em sp ... faltou uma 🍆 pra esquentar https://t.co/zdstjkowy5,1
eu e o jackson foi muito burro de vir de tênis branco pra uma trilha 👍🏻👍🏻👍🏻🤦🏻‍♀️😂,0
rt @user ridículo https://t.co/ffdweogrhs,0
"rt @user pqp, eh agora que o shawn e a camila vão postar vídeo fudendo https://t.co/xqgxdgpkph",1
"@user ótimo saber, dessa eu vou passar bem longe. obrigada, ca &lt;3",0
"rt @user #aquário é muito mais fácil falar que eu estou bem, do que explicar os diversos motivos que estão me fazendo mal.",0
"rt @user pai, me livra dos mal intencionados, me ilumina daí de cima que aqui em baixo é só maldade... 💭",0
#stfvergonhanacional ou 茅 o t铆tulo de um filme de terror ou 茅 um filme porno. vc decide?,0
"rt @user eu absorvo mt a dor das pessoas e as vezes isso é ruim, pq sofro por algo que nem é cmg",0
"@user puta jogasso mano pqp, qm ganha vai pra olimpiadas",0
1 semana de aula e o pau já quebrou no grupo da sala devido a horário de aula prática.,0
"rt @user eu só queria um pouquinho de atenção, carinho,um chocolatinho e ouvir um "" você é meu nenem""",0
"@user @user esses tempos nada 
não tenho ninguém a não ser minha filha pra me fazer companhia lkkkksofro 
mas e você?",0
"se curti drogas, vamos transar e cheirar junto? sua buceta = 2 pinos — ma va pro diabo https://t.co/owlqkoeora",1
rt @user trabalhar pra fazer uma rinoplastia e colocar silicone https://t.co/emvybloouk,0
"quando eu vejo o preço desses lanche eu penso, porra da pra fazer em casa.",1
"@user n aceita desculpa desse fodido n, se fez merda uma vez é dar segunda chance pra fazer merda dnv",1
"botei na minha cabeça que nao tenho que ficar cobrando nada de ngm, por mais que dê raiva, a própria pessoa deve se por no lugar dela e ter consciência do que faz. se ela mesmo nao se importa, pq vc vai?",0
"sassá feat. voz de galinha empinando pipa caraio kkkk
🔊 https://t.co/hmticvsbme",1
toda semana a tl tem uma fixação diferente essa semana é cu e lingua bifurcada,1
@user lixo,1
@user o caralho te,0
"RESPONDE SEM MEDO

1- sinceridade
2- m
3- não
4- nem
5- p
6- sim. muito
7- não sei
8- num tem
9- d
10- não
11- depende
12- algumas coisas
13- aham 
14- um dia kkkk 
15- os dois
16- sim
17- sim
18- nunca!!!
19- depende da situ
20- nammm

FAV QUE EU TE MANDO",0
homem quando termina um relacionamento mostra ser outra pessoa.. como pode gente?,0
"Estou acompanhando One Piece junto com vocês no Mãe do Luffy, estou na abstinência por um episódio novo. — Calma, semana que vem a gente (deve) gravar, era pra ter rolado quinta mas o Ricci é um puto enrolado https://t.co/BbM0EOur3s",0
@user um xose smp é bom pra digestão né cumpadi vai nela burro,1
"eu não sei pq eu ainda sigo essa retardada, eu tenho a opção de dar unfollow nesse capeta mas eu faço questão de ficar entrando no tt pra ler e ficar pensando “nossa cala boca sua filha da puta” https://t.co/OB9Smn2E1n",1
"Sendo fodida bem gostoso! delícia de pau 🔥🔥🔥

@user 
@user 
@user 
@user 
@user https://t.co/U2u8gBP3nx",1
puta que me pariu vsf eu n trabalho pra vc.,1
é o bato e o bato muche,0
"tempo chuvoso é horrível, pqp 😒",0
@user 茅 s茅rio viadao kkkjjkkkk,1
rt @user preguiça de ir limpar a casa,0
"carai mano , tadinho do nemo",0
"@user Só quem tá reclamando do beijo são as vkookas com dor de cu pq os dois envolvidos no beijo nunca reclamaram, muito pelo contrário lol",1
na hora d toma da nossa bebida e fica chupando meu pau eh nosso amigo nekkkkkkkkkkkk,1
@user as definições de ridículo foram atualizadas.,1
@user mário ficou tão puto q não quis assistir o último ep até o final,0
@user ta querendo pegar o bofe do outro vadia,1
bom dia o caralho,0
@user nem fale eu não sei oq eh pior os viado ou os hétero,1
@user liberdade de ficar preso babaca,1
nem dormir ainda pqp,0
"intuição filha da puta, vi uma coisa e ja fiquei mal pq até sei oq aconteceu 🙄",0
"nem sei que porra de curso é esse, só sei que tenho todas as figurinhas kkkkk",1
Aviso aos Zé Ruela que entram errado no retorno e me fecham! 😠😠😠😠 Enfio a mão na buzima pq não posso enfiar na cara! Pega a faixa certa Seu Arrombado do 🤬! Pra não bater na carniça do carro ainda tenho que frear! TNC!,1
"nada pra fazer, mó tédio 😕",0
china constrói a maior usina de geração de energia a partir de lixo do mundo https://t.co/9lvvrpr7lu,0
tentei de td vtnc tb,1
não https://t.co/ay3dmqmmfw passar  vergonha... https://t.co/o89fq2sum8,0
"o projeto deste governo dando certo

os fundos do paulo guedes agradecem",0
"@user porra, é isso!",1
parou de falar com a nayala? — crlh toda hora a msm pergunta ? https://t.co/bldbqmgb0a,0
o sua monica do caralho vo ti deita na porrada se eu volta ai ein   vai toma no cu       filha da puta,1
"devia ser uma regra né? responder tweet de ship só quem for daquele ship

vi um tweet mo engraçado e fofo e apareceu uma pessoa de outro ship fazendo um comentário super desnecessário e arrogante só pq não era com o ship dela eu chamo de surtada https://t.co/r6t6JAIJht",0
gabriel é o homem mais lindo que eu já vi na minha vida,0
meu deus do céu eu tô cansada d+ passando pano nessa casa puta que pariu  parece que corri uma maratona,1
"rt @user privilegiados são os meninos que podem passar a mão pelo peitoral do namjoon pqp queria tanto 

https://t.co/f9p6awqxq3",0
vou fazer postagens bonitinhas pro meu namo pq sou mt boiola,0
Rei do Baião e ídolo da música nordestina morreu de pneumonia aos 76 anos. Luiz Gonzaga foi o primeiro artista a fazer uma turnê pelo Brasil em cima de um caminhão. Relembre na #ColunaMemória: https://t.co/zbX6ravuVs #GloboNews #Edicao10,0
"Segundo o livro,esse sujeito tinha 300 mil soldados de prontid茫o que apoiava o Bolsonaro., pr谩 dar um Golpe de Estado,caso Haddad vencesse as elei莽玫es.
V E R G O N H O S O....................
Esse 300 mil est茫o satisfeitos agora.? https://t.co/IngUX19aLS",0
"rt @user um viadinho de férias resumisse nisso

eu acertei 13 de 15! e você? https://t.co/1tsuxt2vtu #testepoptime via @user",1
essas meninas jogam dms pqp,1
@user @user @user pf prende 4 suspeitos de invadir celular de moro. 📱📱,0
"MAS O SALLES MOSTROU QUE O DETER ESTÁ FALHO E O QUE VALE SAO OS DADOS ANUAIS!

Aqui está a analise de concordância entre o Prodes (anual) e o Deter-B (diário) https://t.co/3q1rzXnVh3",0
@user imprensa mentirosa e maldita! não adianta vomitar essas fake news. povo acordou pra essa mídia imunda!,1
rt @user vou apagar as conversas e fingir q nunca existiu😘,0
rt @user viários furos na orelha é lindo e só minha opinião importa https://t.co/cpgu8tq9vz,0
"só tem cenoso perto de mim viu, pqp kkkmk",1
sempre tem aquele @user que a gente gosta muito é tipo fav mesmo a gente ama os tweets e queria muito ter uma amizade mas tem medo de ser ignoradx pq o @user é famosinho,0
@user infelizmente,0
@user poxa miga t谩 feio,0
"@user @user caraio kkkkkkk
tão quebrando hein @user",0
"eu DESISTO de cantar zimbra
o tom de voz das músicas ACABA COM A MINHA GARGANTA
ou é muito baixo, ou é muito alto, ou tem uma técnica vocal do caralho QUE EU NÃO SEI USAR
EU CONSIGO CANTAR &gt;TAKE ME TO CHURCH&lt; MAS NÃO CONSIGO CANTAR &gt;VIVA&lt;
olha sinceramente...",0
tetinha de brigadeiro toda vez que eu passo do seu lado sinto um cheirinho de cachorro morto se enxerga porra quero mais é que voce se foda filha de um saco de adubo cadela sarnenta eu espero que voce se foda se foda,1
rt @user @user o meu t谩 desde 2019 quando saiu a poesia ac煤stica 7,0
"rt @user os melhores vilões ever passando na sua tl
#descendants3 https://t.co/pubqeshgds",0
@user @user olha o pensador da esquerda ae kkkkkkkkkkkkkkkkk,1
sem dúvidas deve ser a pior dor que existe 💔,0
caralho mano eu to sonhando???,1
"ela bebe fuma, bebe fuma, pia papagaio traz as vagabunda",1
melhor lugar pra relaxar.🤤,0
"rt @user porra que linda, vcs deviam aprender a n se meter na vida dos outros https://t.co/ca2dqcp5dj",0
"rt @user cu eh igual bolo de aniversário, nós passa o dedo, se a dona não reclamar nós come.. kkkkkkkkkkkkkkkkkkkkkkkkkkkkk",1
bro eu ja queria ter chegado na dm de tanta gente da tl pra amigar mas sei que não vou conseguir manter uma conversa sem dizer o quanto eu quero dar furiosamente pro jongin,0
"E hj o PARABÉNS  vai pro gostoso,maravilhoso, talentoso e delicioso Loreto (@user )
 Parabéns muitas gozadas nessa nova data 😈😈 https://t.co/DKQ5Dq6stY",1
grupo da sala a partir fe agora: quantos c贸digos o torquato mandou ler mesmo?,0
"eu não tenho um guarda chuva, pqp",0
@user kkkk vagabundo marola mano ver legal,1
rt @user ahahahah!...um acordo de cavalheiros? que cavalheiros? podem escroques criminosos ser cavalheiros?... https://t.co/nct…,1
@user @user @user sai fora caraio,1
"rt @user se for pretinho e pagodeiro, to dentro",0
já é no final de tudo ele me destruiu!,0
"@user kjashjk pqp eu so me enrolo mas esse semestre a gente vai 

papo 10",0
"meu sinhor, psicologia na puc está custando 3.650....... é de cair o cu da bunda",1
@user kkkkkkkkkkkkkkk meu vsf eu to muito triste por ter deixado ele triste affs,0
"@user @user @user Aaaaaaaahahahahaahahahahahahahaha tá com medo, baranga?! Prepara que que vai dar polícia!!!! #CorreVerdevaldo",1
sei lá mas isso me lembrou crepúsculo????????? qndo rola o tchan com a filha e o jacob,0
@user muito legal sua reflexão,0
pqp quero ir na riachuelo logooooooo https://t.co/abhlirldud,0
porra chankai assim vcs me fazem ficar boiola logo cedo,1
acho um cu quando fazem as coisas sem nem ao menos avisar.,0
"Por mais promessas assim, ganha o Flamengo e o mundo se torna um lugar melhor. Com certeza essas crian莽as nunca ir茫o esquecer esse dia. 
@user  vc foi t茫o gigante quanto o time que voc锚 torce",0
"@user @user @user @user ah vai dar o cu,pra me marcar em um meme ninguem qr,agr em sorteio",1
o viado com nudes novos não quer guerra com ninguém... https://t.co/lcrwgxjp6q,1
"o sotaquezinho do mingyu enquanto fala inglês muito fofo pqp

""im so tired, im so tired, im so tired""",0
"todo mundo que não me der parabens eu vou tirar dos melhores amigos 

paz",0
"[3/8 13:40] Breno safada: A boa de hoje?
[3/8 13:40] Clarinha: Dormir
[3/8 13:40] Clarinha: Comer
[3/8 13:40] Breno safada: Toma uma sopinha
[3/8 13:40] Breno safada: Tomar no cuzinho
[3/8 13:41] Breno safada: Tomar uma sopinha
[3/8 13:41] Breno safada: Tomar na buceta",1
"@user @user paixão meu ovo, parem de esculachar o mlk, que ele não é feio não",1
"rt @user 'tu vai querer peitar meu bonde? tú só pode tá maluco""🎶🍻 https://t.co/fxtnlenerz",0
@user @user @user pqp mano... aaa ngm merece,1
"@user Eu tava gritando que nem uma retardada kkkkkkkk mas na hora de salvame a única coisa que me salvou foi ter a Anahí na passarela agachada e eu berrando pra ela me notar, não aconteceu, mas msm assim foi perfeito kkk",0
teu cu galado que vai ter tie break,1
"""eu tremo pra carioca? cê tá de deboche ent fala isso pro Knust e pro Orochi""
eu sinceramente largaria o mic e sairia da batalha dps dessa",0
"rt @user obrigada por ser para mim, um meio de encontrar paz na guerra.🕊💓 https://t.co/sglhagrmu7",0
presidente da oab sofre amea莽as de morte e aciona a pol铆cia federal https://t.co/4qjcm6ykyh,0
"@user credo, se for verdade mesmo ta feio demaaaais kkkkkk",1
mds não consigo escrever porra nenhuma,0
"@user sempre achei ela talentosa tb g, mas meu papel preferido dela foi em flor do caribe",0
@user @user @user eita porra kkkkkkkkkk,0
"caramba eu não tiro foto a décadas, daí vou tirar uma aqui e pqp 

bixo feio da disgrama kkkkkkkkkkkkkkkkk",1
@user hahaha Gente famosa aqui é uma coisa engraçada. Quando eu tocava na noite sempre tinha alguém famosão que era sumariamente esnobado por eu não ter a mais puta idéia de quem era.,1
"quer me matar é inventar gracinha com a porra do meu nome, pelo menos da proxima vez fala algo que seja verdade! tmnc",1
@user coitadinhaaaaaaaaa desse bb :((,0
eu e quem,0
pqp eu to na merda to fudida chorando d desespero,1
"rt @user ah véi, seilá é automático eu olhar pro homem e imaginar o tamanho do pau",1
@user o pior é quando vc só ta sendo legal e a pessoa acha q vc quer beijar-la,0
puta trouxa sou uma,0
"@user se foder pedrao, bagulho ridículo",1
@user você pode começar tirando esse y antes do lohan,0
"@user em casa, mainha q corta pra mim",0
que sensação horrível é essa q eu to sentindo pqp,0
"um garoto de chernobyl mandou eu tomar no cu.

affs garoto tóxico.",1
"craque da rodada domingo, classificação heróica na quarta e hoje esse presentão. que semana pro rafinha 👏🔴⚫💪",0
"@user não caralho, não",0
"@user eu acho que vc nem devia dar nenhuma satisfação. você é um puta profissional, sua consciência tá limpa, tenho certeza.",1
@user teu cu,1
@user @user @user @user @user @user @user @user @user @user Duvivier vai odiar os baianos @user dizer q eles são escrotos e paramilitares 😂😂😂😂 https://t.co/dgqB1Eaycw,1
@user caralho eu tbm fudeu,1
esse cidadão é burro ou mal-intencionado? valha-me deus...,1
"rt @user dia feio,partiu dormi o dia todo",0
@user @user o cu assassino,1
"mano, to com tanta saudade do paulo, e me sentindo tão merda. pqp viu",0
o jeito q minha mae mima mais o gato do q eu é surpreendente,0
perfeito eu diria kkkkkk,0
"rt @user macho: futebol não é pra mulher

futebol feminino:  https://t.co/7gny0tbylb",1
"ta tarde pra virar tricolor ?? br ta visado pra caralho, parabéns a todos os clubes com essas contratações 👏🏼",0
vou ir pra pqp que e nem um casaco peguei kkkkkk,0
"@user dois ""dorme-sujo"" da porra",1
rt @user maldita torcida única. https://t.co/3qb1gkffbo,1
todo dia um tomar no cu diferente na minha vida,1
"to cansado do vídeo da sulista dançando, toda hora repete",0
"@user se eu te dizer que vc nn é a mais feia, vc acredita?",1
esse nate merece mil tiros no meio do cu dele fdp fdp fdpppp,1
"rt @user o caso que reuniu o twitter inteiro!!!
quem n茫o estava acordado nessa madrugada
n茫o merece estar no twitter https://t.co/k鈥�",0
rt @user cada  rt um voto  #mpn #luansantana #luansantanashow #luanetes https://t.co/nhgfn6cesu,0
ana desaparece pqp,1
"@user ""vai caçar sua turma"" 
c foder rapaz, xinga direito caralho!! 
seu cara de pastel",1
esqueci o óleo ligado dps de frita a batata e agr ta com cheio fodido de ruim a casa toda,0
rt @user @user guaraná mineiro &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0
"Eu gosto de ti.. mas as vezes pego um ranço tbm — Vem falar comigo, ai tu pode me explicar o porquê do ranço... diálogo é tudo https://t.co/42i1bTQJAV",0
tem alguns livros que eu li em pdf e queria tanto o físico,0
"Papo reto aqui
Se você usa ou pensa em usar isso aqui como argumento a favor do aborto, saiba que você é L-I-X-O, ideias comparáveis as de Hitler 

Pra você é melhor e mais fácil evitar que pessoas pobres (geralmente minorias raciais) nasçam do que diminuir índices de pobreza https://t.co/69516EvKPV",1
"O ministro da Justiça e Segurança Pública, Sergio Moro, revogou 70 portarias da pasta, 69 editadas por gestões anteriores e uma assinada por ele mesmo em janeiro deste ano. 

https://t.co/aFdpKVYr7Q",0
"eu ainda não arrumei nada, aposto q vou esquecer muita coisa",0
no a comida e minha mãe e boa dmais pqp,0
@user quiser passar raiva quando o produtor é pau no cy e adia a série tecnológica que vc gosta: barry,1
asco!!!,0
so queria dizer q scorpia é um nenem e eu vou protege-la https://t.co/1ydwnv1xfh,0
"primeiro, só pra te avisar tem 9 ali.

segundo vai tomar no cu.",1
"Dando trato na minha putinha馃槇馃崋 @user 鉂わ笍
@user 
@user
@user 
@user 
@user 
@user 
@user 
@user
@user
@user 
@user 
@user 
@user 
@user 
@user 
@user 
@user https://t.co/SlGkuD5y9X",1
rt @user ai gente e a lexie quando descobriu que o mark tava saindo com a teddy tadinha da bichinha https://t.co/r5czvqc0lj,0
tô ficando com sdds ao pensar..em ir embora 🎶,0
somos todos @user para a pgr senhor presidente @user,0
"Eleitor do Bolsonaro é tão ignorante q não percebeu q a frase abaixo significa o seguinte:

“É melhor falar um monte de bosta do que ficar calado”.

Ainda transformaram em imagem bonitinha com citação e data hahhahahahhahahhahah. https://t.co/cBpSJT1Gdf",1
"eu fico numa dó quando meu vô chega aqui em casa com falta de ar, da conta nem de andar direito tadin",0
o cara trabalha na gnt naqueles programas horríveis de moda,0
"incrível como o homem quando não consegue o que quer ele já vira falando ""eu gorda ngm te quer"" aff homem eh tóxico",0
Um flagra: PETRALHAS pedindo VOTO aos eleitores de Paraty-RJ. O prefeito eleito em 2016 foi cassado por compra de votos. A nova eleição determinada pela Justiça Eleitoral será no próximo dia 04 de agosto. https://t.co/Cta5X3c03v,1
"rt @user amor só pela minha coroa, novinha n gama atoa q esse eh o bonde dos canalha.. rs",0
rt @user quero juntar meus amigos pra fazer uma resenha la https://t.co/ogpa6zyvka,0
@user ridícula kkkkkkkkkkkkkk,0
"rt @user eu tbm kkkkkkkkkkkk
hariany na vamos https://t.co/cdwekjvsns",0
"pqp mano, nao acredito que fizeram isso com mingi, só queria dpegar meu nenê, encher ele de amor e carinho",1
tô só maria hj,0
rt @user brincadeira de crian莽a como 茅 bom https://t.co/ljparaktua,0
"a pessoa 茅 uma merda com todo mundo depois reclama de n茫o ter amigos, sinceramente vai se foder",1
"Bosslogic: a

Todos os sites de cultura pop da face da terra: MEU DEUS QUE COISA MAIS FANTÁSTICA E REVOLUCIONÁRIA, VAMOS FAZER UMA MATÉRIA INTEIRA SOBRE ISSO",0
"@user @user a gente parcela a vergonha em 36x no crédito, tá... https://t.co/dhlghxer7q",0
"minha marquinha ficou certinha na tatuagem, ta a coisa mais linda馃槏",0
"nao sei aonde to me metendo
nao sei como vou sair disso",0
rt @user guria linda da porra viu. https://t.co/62nmyg38or,1
então não vai,0
"rt @user eu apoio o pacote anticrimes.

#stfvergonhanacional https://t.co/cz81mw86lz",0
"virou point de são cristóvão, venta pra lá todo final de semana",0
hahahahahahha herói,0
@user algo de bom saindo do inferno astral,0
"@user contabilidade miga kkkk eu abri a porta e já falei meu deus conheço vc da onde, ai pensei caraca é mãe da malu kkk",0
"vamo se valorizar gente!!!! não nos que estamos perdendo, é a taylor swift que está perdendo a oportunidade de conhecer a gente
somos legais, engraçados pra porra, lindos, cheirosos e não vazaríamos nada https://t.co/72Bkevrr6P",1
pq q essa vagabunda tá rindo assim? #voleinaglobo,1
"rt @user tá porra, tenho ânimo  pra nada depois de uma semana de aula dessas",1
caralho pq n tao indo meus tweets,1
"Legal mesmo seria se vocês deixassem a vida particular da minha tia só pra ela mesma. Não importa a posição política dela, o livre arbítrio existe pra isso mesmo. Imagina que chato seria se compartilhássemos SEMPRE a mesma ideia e pensamento?! Mesmice é chatíssimo. DEIXEM-A!",0
demora meio ano pra responder ai dps quer que eu responda rápido,0
"ah, fds a porra toda também",1
"Dias Toffoli, Gilmar Mendes, Celso de Mello, Marco Aurélio de Mello, Ricardo Lewandowski, Luíz Fux, Alexandre de Moraes... Até quando teremos que carregar nas costas essa corja que só trás desserviço para o povo Brasileiro?
#STFVergonhaNascional",1
"Tem época que eu to super tranquilo e acessivel, mas tambem puta que pariu tem época que basicamente eu to um nojo, quero saber de ninguem, quero falar com ninguem... 100% nem aí pra porra nenhuma, meu nivel opaco fica mais intenso e eu prefiro ficar isolado.",0
"@user calou , puta",1
"@user é lindo, mas não tenho cuidado e nem dinheiro pra isso 😪",0
perfil que ainda fala de abel braga merece pica no cu,1
"vou passar 3 dias com um ser humano que conversa 24h por dia e deixa a porra do telefone no vibra, ou seja, aquela merda fica fazendo o barulho insuportável do vibra sem um intervalo maior que 1 minuto (e isso o dia todoo). depois reclamam qnd eu fico puta",1
"Cada dia que passa, se mostra ser mais fascista.
""Diretor do Inpe ser谩 exonerado ap贸s cr铆ticas de Bolsonaro a dados do desmatamento""  https://t.co/8Udxj5QP3v",0
enfia a consideração no cu ana paula que saco,1
"primeiro quem fala abraços espaciais????
segundo vai se fuder",1
"breaking party sempre produzindo umas festa foda e a próxima não vai ser diferente 🤪 
vem aí noite do blackout 💥",0
vsf toda foto que eu tiro com os outros minha franja fica muito no meu olho mal da pra me vê,0
@user @user êta time da porra. #bbmp,1
"@user putsss, tu n vai acreditar vendi o pc ? 😂😂",0
"@user So tenho uma louca em casa que minha familia resgatou ela do nosso porão pq a mãe dela tinha abandonado ela e ela tava super franquinha,recém nascida e agora ta gorda e super insuportável porem ainda amamos ela e acho que ela tbm nos ama '-' https://t.co/DCof3lrZmI",1
"Dizem que o crescimento de pessoas buscando astrologia se dá por conta do estresse e ansiedade gerado pelo mundo moderno.

Creio que é porque o povo é espiritualmente burro, daí buscam qualquer muleta para se apoiar em algo que aceite os seus pecados, dizendo que ""você é assim"".",1
o sacramento é muito engraçado pqp kkkkkkkkkkkk,1
o gold não me merece vai tomar no cu,1
porra saudades dos meus irmãos 22 mane 😭😭😇,0
se eu não tivesse com barrigão eu tava muito gato puta merda,1
@user vsf app tóxico do caralho,1
rt @user então meninas eu deveria estar arrumando minha mala sabe... https://t.co/n1meu7n95u,0
"aqui dando conselhos, falando q a pessoa tem q se deixar sentir as coisas, fzr acontecer e pa, logo eu, q quando parece q eu vou sentir algo por alguém, eu me afasto total e faço de tudo para acabar com esse sentimento 
Foda negah",0
